"reaction_id","reaction_name","subsystem","gpr","has_gpr","has_swath_overlap"
"MAR05736",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05737",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05738",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05739",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05740",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05741",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05742",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05743",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05744",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05745",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05746",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05747",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05748",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05749",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05750",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05751",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05752",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05753",NA,"Transport reactions","ENSG00000103064 or ENSG00000105281",TRUE,TRUE
"MAR05754",NA,"Transport reactions","ENSG00000103064 or ENSG00000105281",TRUE,TRUE
"MAR05755",NA,"Transport reactions","ENSG00000103064 or ENSG00000105281",TRUE,TRUE
"MAR05756",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05757",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05758",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05759",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05760",NA,"Transport reactions","ENSG00000103064 or ENSG00000105281",TRUE,TRUE
"MAR05761",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05762",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05763",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05764",NA,"Transport reactions","ENSG00000103064 or ENSG00000105281",TRUE,TRUE
"MAR05765",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05766",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05767",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05768",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05769",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05770",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05771",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05772",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05773",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05774",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05775",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05776",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05777",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05778",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05779",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05780",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05781",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05782",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05783",NA,"Transport reactions","ENSG00000103064 or ENSG00000105281 or ENSG00000115902",TRUE,TRUE
"MAR05784",NA,"Transport reactions","ENSG00000103064 or ENSG00000105281",TRUE,TRUE
"MAR05785",NA,"Transport reactions","ENSG00000103064 or ENSG00000105281 or ENSG00000115902",TRUE,TRUE
"MAR05786",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05787",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05788",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05789",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05790",NA,"Transport reactions","ENSG00000103064 or ENSG00000105281 or ENSG00000115902",TRUE,TRUE
"MAR05791",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05792",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05793",NA,"Transport reactions","ENSG00000103064 or ENSG00000105281",TRUE,TRUE
"MAR05794",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05795",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05796",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05797",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05798",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05799",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05800",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05801",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05802",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05803",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05804",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05805",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05806",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05807",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05808",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05809",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05810",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05811",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05812",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05813",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05814",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05815",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05816",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05817",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05818",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05819",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05820",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05821",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05822",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05823",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05824",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05825",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05826",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05827",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05828",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05829",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05830",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05831",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05832",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05833",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05834",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05835",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05836",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05837",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05838",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05839",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05840",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05841",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05842",NA,"Transport reactions","ENSG00000103064 or ENSG00000138079 or ENSG00000155465",TRUE,FALSE
"MAR05843",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05844",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05845",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05846",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05847",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05848",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05849",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05850",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05851",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05852",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05853",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05854",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05855",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05856",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05857",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05858",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05859",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05860",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05861",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05862",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05863",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05864",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05865",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05866",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05867",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05868",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05869",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05870",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05871",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05872",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05873",NA,"Transport reactions","ENSG00000103064 or ENSG00000155465 or ENSG00000168003",TRUE,TRUE
"MAR05874",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05875",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05876",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05877",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05878",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05879",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05880",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05881",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05882",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05883",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05884",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05885",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05886",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05887",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05888",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05889",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05890",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05891",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05892",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05893",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05894",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05895",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05896",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05897",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05898",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05899",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05900",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05901",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05902",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05903",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05904",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05905",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05906",NA,"Transport reactions","ENSG00000103064",TRUE,FALSE
"MAR05907",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05908",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05909",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05910",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05911",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05912",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05913",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05914",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05915",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05916",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05917",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05918",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05919",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05920",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05921",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05922",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05923",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05924",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05925",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05926",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05927",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05928",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05929",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05930",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05931",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05932",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05933",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05934",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05935",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05936",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05937",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05938",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05939",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05940",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05941",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05942",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05943",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05944",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05945",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05946",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05947",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05948",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05949",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05950",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05951",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05952",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05953",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05954",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05955",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05956",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05957",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05958",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05959",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05960",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05961",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05962",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05963",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05964",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05965",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05966",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05967",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05968",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05969",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05970",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05971",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05972",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05973",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05974",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05975",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05976",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05977",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05978",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05979",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05980",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05981",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05982",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05983",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05984",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05985",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05986",NA,"Transport reactions","ENSG00000021488 and ENSG00000103064 and ENSG00000138079",TRUE,FALSE
"MAR05987",NA,"Transport reactions","ENSG00000018280 or ENSG00000110911 or ENSG00000138449",TRUE,FALSE
"MAR05989",NA,"Transport reactions","ENSG00000103064 or ENSG00000104635 or ENSG00000110911 or ENSG00000138821 or ENSG00000139540 or ENSG00000141424 or ENSG00000141873 or ENSG00000143570 or ENSG00000147804 or ENSG00000165794 or ENSG00000196950",TRUE,TRUE
"MAR05990",NA,"Transport reactions","ENSG00000113504 or ENSG00000124067 or ENSG00000124140 or ENSG00000140199",TRUE,TRUE
"MAR05992",NA,"Transport reactions","ENSG00000158296",TRUE,FALSE
"MAR05993",NA,"Transport reactions",NA,FALSE,FALSE
"MAR05994",NA,"Transport reactions","ENSG00000007216 or ENSG00000141485",TRUE,FALSE
"MAR05995",NA,"Transport reactions","ENSG00000007216",TRUE,FALSE
"MAR05996",NA,"Transport reactions","ENSG00000103064 or ENSG00000158296",TRUE,FALSE
"MAR05997",NA,"Transport reactions","ENSG00000141485",TRUE,FALSE
"MAR05998",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06000",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06001",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06002",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06003",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06004",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06005",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06006",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06007",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06008",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06009",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06010",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06011",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06012",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06013",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06014",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06015",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06016",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06017",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06018",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06019",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06020",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06021",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
"MAR06022",NA,"Transport reactions","ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190",TRUE,TRUE
