"reaction_id","reaction_name","subsystem","gpr","has_gpr","has_swath_overlap"
"MAR08413","superoxide:superoxide oxidoreductase","ROS detoxification","ENSG00000142168",TRUE,TRUE
"MAR08415","superoxide:superoxide oxidoreductase","ROS detoxification","ENSG00000142168",TRUE,TRUE
"MAR00156","Butanoate:CoA ligase (AMP-forming)","Fatty acid activation (cytosolic)","ENSG00000005187 or ENSG00000066813 or ENSG00000166743 or ENSG00000183549 or ENSG00000183747 or ENSG00000215009",TRUE,FALSE
"MAR00165",NA,"Fatty acid activation (cytosolic)","ENSG00000005187 or ENSG00000066813 or ENSG00000166743 or ENSG00000183549 or ENSG00000183747 or ENSG00000215009",TRUE,FALSE
"MAR00168",NA,"Fatty acid activation (cytosolic)","ENSG00000005187 or ENSG00000066813 or ENSG00000166743 or ENSG00000183549 or ENSG00000183747 or ENSG00000215009",TRUE,FALSE
"MAR00171",NA,"Fatty acid activation (cytosolic)","ENSG00000005187 or ENSG00000066813 or ENSG00000166743 or ENSG00000183549 or ENSG00000183747 or ENSG00000215009",TRUE,FALSE
"MAR00174",NA,"Fatty acid activation (cytosolic)","ENSG00000005187 or ENSG00000066813 or ENSG00000166743 or ENSG00000183549 or ENSG00000183747 or ENSG00000215009",TRUE,FALSE
"MAR00177",NA,"Fatty acid activation (cytosolic)","ENSG00000005187 or ENSG00000066813 or ENSG00000166743 or ENSG00000183549 or ENSG00000183747 or ENSG00000215009",TRUE,FALSE
"MAR00180",NA,"Fatty acid activation (cytosolic)","ENSG00000005187 or ENSG00000066813 or ENSG00000166743 or ENSG00000183549 or ENSG00000183747 or ENSG00000215009",TRUE,FALSE
"MAR00184",NA,"Fatty acid activation (cytosolic)","ENSG00000005187 or ENSG00000066813 or ENSG00000166743 or ENSG00000183549 or ENSG00000183747 or ENSG00000215009",TRUE,FALSE
"MAR00188",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00192",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00196",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00200",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00204",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00209",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00213",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00217","Palmitate:CoA ligase (AMP-forming)","Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00226",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00233",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00237",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00241",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00245",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00249",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000119673 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000177465 or ENSG00000197142",TRUE,TRUE
"MAR00255",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00259",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00263",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00267",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00271",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00275",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00279",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00283",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00289",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00293",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00297",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00301",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00305",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00309",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00313",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00319",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00323",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00327",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00331",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00337",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00341",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00345",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00349",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00353",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00357",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00361",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00365",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00369",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00373",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00377",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00381",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00385",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00389",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00393",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00397",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00401",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00405",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00409","Arachidonate:CoA ligase (AMP-forming)","Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00413",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00417",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00421",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00425",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00429",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00433",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR00437",NA,"Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR02942",NA,"Fatty acid activation (endoplasmic reticular)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR02943",NA,"Fatty acid activation (endoplasmic reticular)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR02944",NA,"Fatty acid activation (endoplasmic reticular)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR02945",NA,"Fatty acid activation (endoplasmic reticular)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR02946",NA,"Fatty acid activation (endoplasmic reticular)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
