reaction_id,subsystem,W_R,n_genes
MAR11527,Transport reactions,1.1,0
MAR11528,Exchange/demand reactions,1.1,0
MAR11529,Fatty acid oxidation,1.1,3
MAR11530,Fatty acid oxidation,1.1,0
MAR11531,Transport reactions,1.1,0
MAR11532,Transport reactions,1.1,0
MAR11533,Exchange/demand reactions,1.1,0
MAR11534,Fatty acid oxidation,1.1,3
MAR11535,Fatty acid oxidation,1.1,0
MAR11536,Transport reactions,1.1,0
MAR11537,Transport reactions,1.1,0
MAR11538,Exchange/demand reactions,1.1,0
MAR11539,Fatty acid oxidation,1.1,3
MAR11540,Fatty acid oxidation,1.1,0
MAR11541,Transport reactions,1.1,0
MAR11542,Transport reactions,1.1,0
MAR11543,Exchange/demand reactions,1.1,0
MAR11544,Fatty acid oxidation,1.5175365145798996,1
MAR11545,Fatty acid oxidation,1.1,0
MAR11546,Transport reactions,1.1,0
MAR11547,Exchange/demand reactions,1.1,0
MAR11548,Fatty acid oxidation,1.1,0
MAR11549,Transport reactions,1.1,0
MAR11550,Exchange/demand reactions,1.1,0
MAR11551,Fatty acid oxidation,1.1,0
MAR11552,Fatty acid oxidation,1.1,0
MAR11553,Transport reactions,1.1,0
MAR11554,Exchange/demand reactions,1.1,0
MAR11555,"Glycine, serine and threonine metabolism",3.6042878221315937,1
MAR11556,Transport reactions,1.1,0
MAR11557,Exchange/demand reactions,1.1,0
MAR11558,Fatty acid oxidation,1.1,0
MAR11559,Fatty acid oxidation,1.1,0
MAR11560,Transport reactions,1.1,0
MAR11561,Exchange/demand reactions,1.1,0
MAR11562,"Glycine, serine and threonine metabolism",3.6042878221315937,1
MAR11563,Transport reactions,1.1,0
MAR11564,Exchange/demand reactions,1.1,0
MAR11565,"Alanine, aspartate and glutamate metabolism",1.1,0
MAR11566,Transport reactions,1.1,0
MAR11567,Transport reactions,1.1,0
MAR11568,Exchange/demand reactions,1.1,0
MAR11569,Transport reactions,1.1,0
MAR11570,Transport reactions,1.1,0
MAR11571,Transport reactions,1.1,0
MAR11572,Transport reactions,1.3934331731796539,5
MAR11573,Transport reactions,1.1,0
MAR11574,Transport reactions,1.1,0
MAR11575,Transport reactions,1.1,0
MAR11576,Transport reactions,1.1,0
MAR11577,Transport reactions,1.1,6
MAR11578,Transport reactions,1.1,6
MAR11579,Transport reactions,1.1,0
MAR11580,Transport reactions,1.1,0
MAR11581,Transport reactions,1.1,6
MAR11582,Transport reactions,1.3934331731796539,5
MAR11583,Transport reactions,1.1,0
MAR11584,Transport reactions,1.1,0
MAR11585,Transport reactions,1.1,0
MAR11586,Transport reactions,1.1,0
MAR11587,Transport reactions,1.3934331731796539,5
MAR11588,Transport reactions,1.3934331731796539,5
MAR11589,Transport reactions,1.3934331731796539,5
MAR11590,Transport reactions,1.3934331731796539,5
MAR11591,Transport reactions,1.3934331731796539,5
MAR11592,Transport reactions,1.3934331731796539,5
MAR11593,Transport reactions,1.3934331731796539,5
MAR11594,Transport reactions,1.3934331731796539,5
MAR11595,Transport reactions,1.3934331731796539,5
MAR11596,Transport reactions,1.3934331731796539,5
MAR11597,Transport reactions,1.3934331731796539,5
MAR11598,Transport reactions,1.3934331731796539,5
MAR11599,Transport reactions,1.3934331731796539,5
MAR11600,Transport reactions,1.3934331731796539,5
MAR11601,Transport reactions,1.3934331731796539,5
MAR11602,Transport reactions,1.3934331731796539,5
MAR11603,Transport reactions,1.3934331731796539,5
MAR11604,Transport reactions,1.3934331731796539,5
MAR11605,Transport reactions,1.3934331731796539,5
MAR11606,Transport reactions,1.3934331731796539,5
MAR11607,Transport reactions,1.3934331731796539,5
MAR11608,Transport reactions,1.3934331731796539,5
MAR11609,Transport reactions,1.3934331731796539,5
MAR11610,Transport reactions,1.3934331731796539,5
MAR11611,Transport reactions,1.3934331731796539,5
MAR11612,Transport reactions,1.3934331731796539,5
MAR11613,Transport reactions,1.1,2
MAR11614,Transport reactions,1.1,2
MAR11615,Transport reactions,1.1,2
MAR11616,Transport reactions,1.1,2
MAR11617,Transport reactions,1.1,2
MAR11618,Transport reactions,1.1,2
MAR11619,Transport reactions,1.1,2
MAR11620,Transport reactions,1.1,2
MAR11621,Transport reactions,1.1,2
MAR11622,Transport reactions,1.1,2
MAR11623,Transport reactions,1.1,2
MAR11624,Transport reactions,1.1,2
MAR11625,Transport reactions,1.1,2
MAR11626,Transport reactions,1.1,2
MAR11627,Transport reactions,1.3934331731796539,5
MAR11628,Transport reactions,1.1,2
MAR11629,Transport reactions,1.1,0
MAR11630,Transport reactions,1.1,0
MAR11631,Transport reactions,1.1,0
MAR11632,Transport reactions,1.1,0
MAR11633,Transport reactions,1.1,0
MAR11634,Transport reactions,1.1,0
MAR11635,Transport reactions,1.1,0
MAR11636,Transport reactions,1.1,0
MAR11637,Transport reactions,1.1,0
MAR11638,Transport reactions,1.1,0
MAR11639,Transport reactions,1.1,0
MAR11640,Transport reactions,1.1,0
MAR11641,Transport reactions,1.1,0
MAR11642,Transport reactions,1.1,0
MAR11643,Transport reactions,1.1,0
MAR11644,Transport reactions,1.1,0
MAR11645,Transport reactions,1.1,0
MAR11646,Transport reactions,1.1,0
MAR11647,Transport reactions,1.1,1
MAR11648,Transport reactions,1.1,2
MAR11653,Transport reactions,1.1,0
MAR11654,Transport reactions,1.1,0
MAR11655,Transport reactions,1.1,0
MAR11656,Transport reactions,1.1,0
MAR11657,Transport reactions,1.1,0
MAR11658,Transport reactions,1.1,0
MAR11659,Transport reactions,1.1,0
MAR11660,Transport reactions,1.1,0
MAR11661,Transport reactions,1.1,0
MAR11662,Transport reactions,1.1,0
MAR11663,Transport reactions,1.1,0
MAR11664,Transport reactions,1.1,0
MAR11665,Transport reactions,1.1,0
MAR11666,Transport reactions,1.1,0
MAR11667,Transport reactions,1.1,0
MAR11668,Transport reactions,1.1,0
MAR11669,Transport reactions,1.1,0
MAR11670,Transport reactions,1.1,0
MAR11671,Transport reactions,1.1,0
MAR11672,Transport reactions,1.1,0
MAR11673,Transport reactions,1.1,0
MAR11674,Transport reactions,1.1,0
MAR11675,Transport reactions,1.1,0
MAR11676,Transport reactions,1.1,0
MAR11677,Transport reactions,1.1,0
MAR11678,Transport reactions,1.1,0
MAR11679,Transport reactions,1.1,0
MAR11680,Transport reactions,1.1,0
MAR11681,Transport reactions,1.1,0
MAR11682,Transport reactions,1.1,0
MAR11683,Transport reactions,1.1,0
MAR11684,Transport reactions,1.1,0
MAR11685,Transport reactions,1.1,0
MAR11686,Transport reactions,1.1,0
MAR11687,Transport reactions,1.1,0
MAR11688,Transport reactions,1.1,0
MAR11689,Transport reactions,1.1,0
MAR11690,Transport reactions,1.1,0
MAR11691,Transport reactions,1.1,0
MAR11692,Transport reactions,1.1,0
MAR11693,Transport reactions,1.1,0
MAR11694,Transport reactions,1.1,0
MAR11695,Transport reactions,1.1,2
MAR11696,Transport reactions,1.1,2
MAR11698,Transport reactions,1.1,2
MAR11700,Transport reactions,1.1,2
MAR11702,Transport reactions,1.1,2
MAR11704,Transport reactions,1.1,2
MAR11706,Transport reactions,1.1,2
MAR11708,Transport reactions,1.1,2
MAR11710,Transport reactions,1.1,2
MAR11712,Transport reactions,1.1,2
MAR11714,Transport reactions,1.1,2
MAR11716,Transport reactions,1.1,2
MAR11718,Transport reactions,1.1,2
MAR11720,Transport reactions,1.1,2
MAR11722,Transport reactions,1.1,2
MAR11724,Transport reactions,1.1,2
MAR11726,Transport reactions,1.1,2
MAR11728,Transport reactions,1.1,0
MAR11730,Exchange/demand reactions,1.1,0
MAR11731,Transport reactions,1.1,1
MAR11732,Exchange/demand reactions,1.1,0
MAR11733,Transport reactions,1.1,0
MAR11734,Transport reactions,1.1,1
MAR11735,Transport reactions,1.1,0
MAR11736,Fatty acid oxidation,1.1574668749954389,4
MAR11737,Transport reactions,1.1,1
MAR11738,Transport reactions,1.1,0
MAR11739,Exchange/demand reactions,1.1,0
MAR11740,Fatty acid oxidation,1.1574668749954389,4
MAR11741,Transport reactions,1.1,1
MAR11742,Transport reactions,1.1,0
MAR11743,Exchange/demand reactions,1.1,0
MAR11744,Fatty acid oxidation,2.7753789570681757,1
MAR11745,Fatty acid oxidation,1.1574668749954389,4
MAR11746,Transport reactions,1.1,1
MAR11747,Transport reactions,1.1,0
MAR11748,Exchange/demand reactions,1.1,0
MAR11749,Fatty acid oxidation,1.1,4
MAR11750,Transport reactions,1.1,0
MAR11751,Exchange/demand reactions,1.1,0
MAR11752,Fatty acid oxidation,1.1574668749954389,4
MAR11753,Transport reactions,1.1,1
MAR11754,Transport reactions,1.1,0
MAR11755,Exchange/demand reactions,1.1,0
MAR11756,Transport reactions,1.1,1
MAR11757,Transport reactions,0.3397627512753525,1
MAR11758,Transport reactions,0.3397627512753525,1
MAR11759,Transport reactions,0.3397627512753525,1
MAR11760,Transport reactions,0.3397627512753525,1
MAR11761,Transport reactions,0.3397627512753525,1
MAR11762,Transport reactions,0.3397627512753525,1
MAR11763,Transport reactions,0.3397627512753525,1
MAR11764,Transport reactions,0.3397627512753525,1
MAR11765,Transport reactions,0.3397627512753525,1
MAR11766,Transport reactions,0.3397627512753525,1
MAR11767,Transport reactions,0.3397627512753525,1
MAR11768,Transport reactions,0.3397627512753525,1
MAR11769,Transport reactions,0.3397627512753525,1
MAR11770,Transport reactions,0.3397627512753525,1
MAR11771,Transport reactions,0.3397627512753525,1
MAR11772,Transport reactions,0.3397627512753525,1
MAR11773,Transport reactions,0.3397627512753525,1
MAR11774,Transport reactions,0.3397627512753525,1
MAR11775,Transport reactions,1.1,1
MAR11776,Transport reactions,1.1,1
MAR11777,Transport reactions,0.6150339029048325,1
MAR11778,Transport reactions,1.1,1
MAR11779,Transport reactions,1.1,1
MAR11780,Transport reactions,1.1,1
MAR11781,Transport reactions,1.1,1
MAR11782,Transport reactions,1.1,1
MAR11783,Transport reactions,1.1,1
MAR11784,Transport reactions,1.1,1
MAR11785,Transport reactions,1.1,1
MAR11786,Transport reactions,1.1,1
MAR11787,Transport reactions,1.1,1
MAR11788,Transport reactions,1.1,1
MAR11789,Transport reactions,1.1,1
MAR11790,Transport reactions,1.1,1
MAR11791,Transport reactions,1.2261570108008366,6
MAR11792,Transport reactions,1.1,2
MAR11793,Transport reactions,1.1,2
MAR11794,Transport reactions,1.1,2
MAR11795,Transport reactions,1.1,2
MAR11796,Transport reactions,1.1,2
MAR11797,Transport reactions,1.1,2
MAR11798,Transport reactions,1.1232643110503822,3
MAR11799,Transport reactions,1.1,2
MAR11800,Transport reactions,1.1,3
MAR11801,Transport reactions,1.1,2
MAR11802,Transport reactions,1.1,2
MAR11803,Transport reactions,1.1,2
MAR11804,Transport reactions,1.1,2
MAR11805,Transport reactions,1.1,1
MAR11806,Transport reactions,1.1,3
MAR11807,Transport reactions,1.1,3
MAR11808,Transport reactions,1.4784710324025099,2
MAR11809,Transport reactions,1.1,7
MAR11810,Transport reactions,1.1,2
MAR11811,Transport reactions,1.1,2
MAR11812,Transport reactions,1.1,2
MAR11813,Transport reactions,1.1,2
MAR11814,Transport reactions,1.1,2
MAR11815,Transport reactions,1.1,3
MAR11816,Transport reactions,1.1,0
MAR11817,Transport reactions,1.1,0
MAR11818,Exchange/demand reactions,1.1,0
MAR11819,Transport reactions,1.1,0
MAR11820,Transport reactions,1.1,0
MAR11821,Exchange/demand reactions,1.1,0
MAR11822,Transport reactions,1.1,0
MAR11823,Exchange/demand reactions,1.1,0
MAR11824,Transport reactions,1.1,0
MAR11825,Transport reactions,1.1,0
MAR11826,Transport reactions,1.1,0
MAR11827,Exchange/demand reactions,1.1,0
MAR11828,Transport reactions,1.1,0
MAR11829,Transport reactions,1.1,0
MAR11830,Exchange/demand reactions,1.1,0
MAR11831,Transport reactions,1.1,0
MAR11832,Transport reactions,1.1,0
MAR11833,Exchange/demand reactions,1.1,0
MAR11834,Transport reactions,1.1,0
MAR11835,Transport reactions,1.1,0
MAR11836,Exchange/demand reactions,1.1,0
MAR11837,Transport reactions,1.1,0
MAR11838,Transport reactions,1.1,0
MAR11839,Exchange/demand reactions,1.1,0
MAR11840,Transport reactions,1.1,0
MAR11841,Transport reactions,1.1,0
MAR11842,Exchange/demand reactions,1.1,0
MAR11843,Transport reactions,1.1,0
MAR11844,Transport reactions,1.1,0
MAR11845,Transport reactions,1.1,0
MAR11846,Transport reactions,1.1,0
MAR11847,Exchange/demand reactions,1.1,0
MAR11848,Exchange/demand reactions,1.1,0
MAR11849,Transport reactions,1.1,0
MAR11850,Exchange/demand reactions,1.1,0
MAR11851,Transport reactions,1.1,0
MAR11852,Exchange/demand reactions,1.1,0
MAR11853,Transport reactions,1.1,0
MAR11854,Transport reactions,1.1,0
MAR11855,Exchange/demand reactions,1.1,0
MAR11856,Exchange/demand reactions,1.1,0
MAR11857,Transport reactions,1.1,0
MAR11858,Exchange/demand reactions,1.1,0
MAR11859,Transport reactions,1.1,0
MAR11860,Exchange/demand reactions,1.1,0
MAR11861,Exchange/demand reactions,1.1,0
MAR11862,Exchange/demand reactions,1.1,0
MAR11863,Exchange/demand reactions,1.1,0
MAR11864,Exchange/demand reactions,1.1,0
MAR11865,Exchange/demand reactions,1.1,0
MAR11866,Exchange/demand reactions,1.1,0
MAR11867,Exchange/demand reactions,1.1,0
MAR11868,Exchange/demand reactions,1.1,0
MAR11869,Exchange/demand reactions,1.1,0
MAR11870,Exchange/demand reactions,1.1,0
MAR11871,Exchange/demand reactions,1.1,0
MAR11872,Transport reactions,1.1,0
MAR11873,Transport reactions,1.1,0
MAR11874,Exchange/demand reactions,1.1,0
MAR11875,Exchange/demand reactions,1.1,0
MAR11876,Exchange/demand reactions,1.1,0
MAR11877,Transport reactions,1.1,0
MAR11878,Transport reactions,1.1,0
MAR11879,Exchange/demand reactions,1.1,0
MAR11880,Transport reactions,1.1,0
MAR11881,Exchange/demand reactions,1.1,0
MAR11882,Transport reactions,1.1,0
MAR11883,Transport reactions,1.1,0
MAR11884,Exchange/demand reactions,1.1,0
MAR11885,Transport reactions,1.1,0
MAR11886,Transport reactions,1.1,0
MAR11887,Exchange/demand reactions,1.1,0
MAR11888,Transport reactions,1.1,0
MAR11889,Exchange/demand reactions,1.1,0
MAR11890,Transport reactions,1.1,0
MAR11891,Exchange/demand reactions,1.1,0
MAR11892,Transport reactions,1.1,0
MAR11893,Exchange/demand reactions,1.1,0
MAR11894,Transport reactions,1.1,0
MAR11895,Exchange/demand reactions,1.1,0
MAR11896,Transport reactions,1.1,0
MAR11897,Exchange/demand reactions,1.1,0
MAR11898,Glycerophospholipid metabolism,1.1,0
MAR11899,Glycerophospholipid metabolism,1.1,0
MAR11900,Transport reactions,1.1,0
MAR11901,Exchange/demand reactions,1.1,0
MAR11902,Exchange/demand reactions,1.1,0
MAR11903,Transport reactions,1.1,0
MAR11904,Exchange/demand reactions,1.1,0
MAR11905,Transport reactions,1.1,0
MAR11906,Exchange/demand reactions,1.1,0
MAR11907,Exchange/demand reactions,1.1,0
MAR11908,Exchange/demand reactions,1.1,0
MAR11909,Exchange/demand reactions,1.1,0
MAR11910,Exchange/demand reactions,1.1,0
MAR11911,Exchange/demand reactions,1.1,0
MAR11912,Exchange/demand reactions,1.1,0
MAR11913,Transport reactions,1.1,0
MAR11914,Exchange/demand reactions,1.1,0
MAR11915,Transport reactions,1.1,0
MAR11916,Exchange/demand reactions,1.1,0
MAR11917,Exchange/demand reactions,1.1,0
MAR11918,Exchange/demand reactions,1.1,0
MAR11919,Transport reactions,1.1,0
MAR11920,Exchange/demand reactions,1.1,0
MAR11921,Transport reactions,1.1,0
MAR11922,Exchange/demand reactions,1.1,0
MAR11923,Exchange/demand reactions,1.1,0
MAR11924,Transport reactions,1.1,0
MAR11925,Exchange/demand reactions,1.1,0
MAR11926,Exchange/demand reactions,1.1,0
MAR11927,Exchange/demand reactions,1.1,0
MAR11928,Transport reactions,1.1,0
MAR11929,Exchange/demand reactions,1.1,0
MAR11930,Exchange/demand reactions,1.1,0
MAR11931,Transport reactions,1.1,0
MAR11932,Exchange/demand reactions,1.1,0
MAR11933,Exchange/demand reactions,1.1,0
MAR11934,Exchange/demand reactions,1.1,0
MAR11935,Transport reactions,1.1,0
MAR11936,Exchange/demand reactions,1.1,0
MAR11937,Transport reactions,1.1,0
MAR11938,Exchange/demand reactions,1.1,0
MAR11939,Transport reactions,1.1,0
MAR11940,Exchange/demand reactions,1.1,0
MAR11941,Transport reactions,1.1,0
MAR11942,Exchange/demand reactions,1.1,0
MAR11943,Transport reactions,1.1,0
MAR11944,Transport reactions,1.1,0
MAR11945,Exchange/demand reactions,1.1,0
MAR11946,Transport reactions,1.1,0
MAR11947,Exchange/demand reactions,1.1,0
MAR11948,Transport reactions,1.1,0
MAR11949,Exchange/demand reactions,1.1,0
MAR11950,Transport reactions,1.1,0
MAR11951,Exchange/demand reactions,1.1,0
MAR11952,Exchange/demand reactions,1.1,0
MAR11953,Exchange/demand reactions,1.1,0
MAR11954,Exchange/demand reactions,1.1,0
MAR11955,Transport reactions,1.1,0
MAR11956,Exchange/demand reactions,1.1,0
MAR11957,Exchange/demand reactions,1.1,0
MAR11958,Transport reactions,1.1,0
MAR11959,Exchange/demand reactions,1.1,0
MAR11960,Transport reactions,1.1,0
MAR11961,Exchange/demand reactions,1.1,0
MAR11962,Exchange/demand reactions,1.1,0
MAR11963,Transport reactions,1.1,0
MAR11964,Transport reactions,1.1,0
MAR11965,Exchange/demand reactions,1.1,0
MAR11966,Transport reactions,1.1,0
MAR11967,Exchange/demand reactions,1.1,0
MAR11968,Transport reactions,1.1,0
MAR11969,Exchange/demand reactions,1.1,0
MAR11970,Transport reactions,1.1,0
MAR11971,Exchange/demand reactions,1.1,0
MAR11972,Transport reactions,1.1,0
MAR11973,Transport reactions,1.1,0
MAR11974,Exchange/demand reactions,1.1,0
MAR11975,Exchange/demand reactions,1.1,0
MAR11976,Transport reactions,1.1,0
MAR11977,Transport reactions,1.1,0
MAR11978,Exchange/demand reactions,1.1,0
MAR11979,Transport reactions,1.1,0
MAR11980,Transport reactions,1.1,0
MAR11981,Transport reactions,1.1,0
MAR11982,Exchange/demand reactions,1.1,0
MAR11983,Exchange/demand reactions,1.1,0
MAR11984,Exchange/demand reactions,1.1,0
MAR11985,Exchange/demand reactions,1.1,0
MAR11986,Transport reactions,1.1,0
MAR11987,Exchange/demand reactions,1.1,0
MAR11989,Transport reactions,1.1,0
MAR11990,Exchange/demand reactions,1.1,0
MAR11992,Transport reactions,1.1,0
MAR11993,Exchange/demand reactions,1.1,0
MAR11995,Transport reactions,1.1,0
MAR11996,Exchange/demand reactions,1.1,0
MAR11998,Transport reactions,1.1,0
MAR11999,Exchange/demand reactions,1.1,0
MAR12001,Tyrosine metabolism,1.1,2
MAR12002,Tyrosine metabolism,1.1,5
MAR12003,Tyrosine metabolism,1.1,5
MAR12004,Tyrosine metabolism,1.1,1
MAR12005,Tyrosine metabolism,1.0026888723286511,1
MAR12006,Transport reactions,1.1,0
MAR12007,Exchange/demand reactions,1.1,0
MAR12008,Transport reactions,1.1,1
MAR12009,Exchange/demand reactions,1.1,0
MAR12010,Transport reactions,1.1,1
MAR12011,Exchange/demand reactions,1.1,0
MAR12012,Tyrosine metabolism,1.1,0
MAR12013,Transport reactions,1.1,2
MAR12014,Tyrosine metabolism,0.6443535438247422,1
MAR12015,Tyrosine metabolism,1.1,0
MAR12016,Transport reactions,1.1,0
MAR12017,Tyrosine metabolism,1.1,0
MAR12018,Tyrosine metabolism,1.1,0
MAR12019,Tyrosine metabolism,1.1,0
MAR12020,Tyrosine metabolism,1.1,1
MAR12021,Tyrosine metabolism,1.1,1
MAR12022,Tyrosine metabolism,1.1,0
MAR12023,Tyrosine metabolism,1.9635899352285533,1
MAR12024,Tyrosine metabolism,1.1,1
MAR12025,Transport reactions,1.1,0
MAR12026,Exchange/demand reactions,1.1,0
MAR12027,Transport reactions,1.1,0
MAR12028,Exchange/demand reactions,1.1,0
MAR12029,Transport reactions,1.1,2
MAR12030,Exchange/demand reactions,1.1,0
MAR12031,Transport reactions,1.1,0
MAR12032,Exchange/demand reactions,1.1,0
MAR12033,Transport reactions,1.1,0
MAR12034,Exchange/demand reactions,1.1,0
MAR12035,Sphingolipid metabolism,1.5124531102376948,1
MAR12036,Sphingolipid metabolism,1.8337054420454075,6
MAR12037,Sphingolipid metabolism,1.8337054420454075,6
MAR12038,Sphingolipid metabolism,1.5124531102376948,1
MAR12039,Sphingolipid metabolism,1.5124531102376948,1
MAR12040,Sphingolipid metabolism,1.1,0
MAR12041,Sphingolipid metabolism,1.1,1
MAR12042,Exchange/demand reactions,1.1,0
MAR12043,Exchange/demand reactions,1.1,0
MAR12044,Exchange/demand reactions,1.1,0
MAR12045,Transport reactions,1.1,0
MAR12046,Transport reactions,1.1,0
MAR12047,Transport reactions,1.1,0
MAR12048,Transport reactions,1.1,0
MAR12049,Transport reactions,1.1,0
MAR12050,Sphingolipid metabolism,1.1,1
MAR12051,Transport reactions,1.1,0
MAR12052,Transport reactions,1.1,0
MAR12053,Sphingolipid metabolism,1.1,2
MAR12054,Transport reactions,1.1,0
MAR12055,Transport reactions,1.1,0
MAR12056,Transport reactions,1.1,0
MAR12057,Transport reactions,1.1,0
MAR12058,Transport reactions,1.1,0
MAR12059,Transport reactions,1.1,0
MAR12060,Transport reactions,1.1,0
MAR12061,Sphingolipid metabolism,1.2191361221346277,3
MAR12062,Sphingolipid metabolism,1.2191361221346277,2
MAR12063,Sphingolipid metabolism,1.2191361221346277,3
MAR12064,Sphingolipid metabolism,1.2191361221346277,3
MAR12065,Sphingolipid metabolism,0.8354198839302335,4
MAR12066,Sphingolipid metabolism,1.1,1
MAR12067,Sphingolipid metabolism,1.1,1
MAR12068,Sphingolipid metabolism,1.1,1
MAR12069,Sphingolipid metabolism,1.1,0
MAR12070,Sphingolipid metabolism,1.1,1
MAR12071,Sphingolipid metabolism,1.1,1
MAR12072,Sphingolipid metabolism,1.1,1
MAR12073,Sphingolipid metabolism,1.1,1
MAR12074,Sphingolipid metabolism,1.1,1
MAR12075,Sphingolipid metabolism,1.1,1
MAR12076,Sphingolipid metabolism,1.1,1
MAR12077,Sphingolipid metabolism,1.1,2
MAR12078,Sphingolipid metabolism,1.1,1
MAR12079,Sphingolipid metabolism,1.1,1
MAR12080,Sphingolipid metabolism,1.1,0
MAR12081,Sphingolipid metabolism,1.8010846465615926,1
MAR12082,Sphingolipid metabolism,0.39758479323234397,1
MAR12083,Sphingolipid metabolism,0.39758479323234397,1
MAR12084,Transport reactions,1.1,0
MAR12085,Transport reactions,1.1,0
MAR12086,Sphingolipid metabolism,1.1,1
MAR12087,Sphingolipid metabolism,1.1,1
MAR12088,Transport reactions,1.1,0
MAR12089,Transport reactions,1.1,0
MAR12090,Transport reactions,1.1,0
MAR12091,Transport reactions,1.1,0
MAR12092,Transport reactions,1.1,0
MAR12093,Transport reactions,1.1,0
MAR12094,Transport reactions,1.1,0
MAR12095,Transport reactions,1.1,0
MAR12096,Transport reactions,1.1,0
MAR12097,Transport reactions,1.1,0
MAR12098,Transport reactions,1.1,0
MAR12099,Transport reactions,1.1,0
MAR12100,Transport reactions,1.1,0
MAR12101,Transport reactions,1.1,0
MAR12102,Transport reactions,1.1,0
MAR12103,Transport reactions,1.1,0
MAR12104,Exchange/demand reactions,1.1,0
MAR12105,Exchange/demand reactions,1.1,0
MAR12106,Exchange/demand reactions,1.1,0
MAR12107,Transport reactions,1.1,0
MAR12108,Transport reactions,1.1,0
MAR12109,Transport reactions,1.1,0
MAR12110,Transport reactions,1.1,0
MAR12111,Sphingolipid metabolism,1.1,0
MAR12112,Transport reactions,1.1,0
MAR12113,Transport reactions,1.1,0
MAR12114,Exchange/demand reactions,1.1,0
MAR12115,Transport reactions,1.1,0
MAR12116,Transport reactions,1.1,0
MAR12117,Transport reactions,1.1,0
MAR12118,Transport reactions,1.1,0
MAR12119,Transport reactions,1.1,0
MAR12120,Transport reactions,1.1,0
MAR12121,Transport reactions,1.1,0
MAR12122,Transport reactions,1.1,0
MAR12123,Transport reactions,1.1,0
MAR12124,Transport reactions,1.1,0
MAR12125,ROS detoxification,1.1,0
MAR12126,Miscellaneous,1.1,0
MAR12127,Exchange/demand reactions,1.1,0
MAR12128,Exchange/demand reactions,1.1,0
MAR12129,Exchange/demand reactions,1.1,0
MAR12130,Exchange/demand reactions,1.1,0
MAR12131,Exchange/demand reactions,1.1,0
MAR12132,Exchange/demand reactions,1.1,0
MAR12133,Exchange/demand reactions,1.1,0
MAR12134,Exchange/demand reactions,1.1,0
MAR12135,Exchange/demand reactions,1.1,0
MAR12136,Exchange/demand reactions,1.1,0
MAR12137,Exchange/demand reactions,1.1,0
MAR12138,Exchange/demand reactions,1.1,0
MAR12139,Exchange/demand reactions,1.1,0
MAR12140,Artificial reactions,1.1,0
MAR12141,Exchange/demand reactions,1.1,0
MAR12142,Transport reactions,1.1,4
MAR12143,Transport reactions,1.1,4
MAR12144,Transport reactions,1.1,2
MAR12145,Bile acid biosynthesis,1.1,1
MAR12146,Bile acid biosynthesis,1.1,1
MAR12147,Transport reactions,1.1,4
MAR12148,Transport reactions,1.1,4
MAR12149,Transport reactions,1.1,2
MAR12150,Transport reactions,1.1,4
MAR12151,Transport reactions,1.1,4
MAR12152,Transport reactions,1.1,2
MAR12153,Transport reactions,1.1,3
MAR12154,Bile acid biosynthesis,1.1,1
MAR12155,Transport reactions,1.1,4
MAR12156,Transport reactions,1.1,2
MAR12157,Transport reactions,1.1,3
MAR12158,Bile acid biosynthesis,1.1,1
MAR12159,Transport reactions,1.1,4
MAR12160,Transport reactions,1.1,2
MAR12161,Transport reactions,1.1,4
MAR12162,Transport reactions,1.1,4
MAR12163,Transport reactions,1.1,2
MAR12164,Transport reactions,1.1,4
MAR12165,Transport reactions,1.1,4
MAR12166,Transport reactions,1.1,2
MAR12167,Bile acid biosynthesis,1.1,1
MAR12168,Bile acid biosynthesis,1.1,1
MAR12169,Transport reactions,1.1,3
MAR12170,Transport reactions,1.1,0
MAR12171,Transport reactions,1.1,4
MAR12172,Transport reactions,1.1,2
MAR12173,Bile acid biosynthesis,1.1,1
MAR12174,Bile acid biosynthesis,1.1,3
MAR12175,Bile acid biosynthesis,1.1,3
MAR12176,Transport reactions,1.1,4
MAR12177,Transport reactions,1.1,0
MAR12178,Bile acid biosynthesis,1.1,3
MAR12179,Bile acid biosynthesis,1.1,3
MAR12180,Transport reactions,1.1,4
MAR12181,Transport reactions,1.1,0
MAR12182,Transport reactions,1.1,2
MAR12183,Bile acid biosynthesis,1.1,1
MAR12184,Transport reactions,1.1,4
MAR12185,Transport reactions,1.1,4
MAR12186,Transport reactions,1.1,2
MAR12187,Bile acid biosynthesis,1.1,2
MAR12188,Bile acid biosynthesis,1.1,2
MAR12189,Transport reactions,1.1,4
MAR12190,Transport reactions,1.1,0
MAR12191,Bile acid biosynthesis,1.1,2
MAR12192,Bile acid biosynthesis,1.1,2
MAR12193,Transport reactions,1.1,4
MAR12194,Transport reactions,1.1,0
MAR12195,Transport reactions,1.1,4
MAR12196,Transport reactions,1.1,2
MAR12197,Bile acid biosynthesis,1.1,1
MAR12198,Exchange/demand reactions,1.1,0
MAR12199,Exchange/demand reactions,1.1,0
MAR12200,Exchange/demand reactions,1.1,0
MAR12201,Exchange/demand reactions,1.1,0
MAR12202,Exchange/demand reactions,1.1,0
MAR12203,Exchange/demand reactions,1.1,0
MAR12204,Exchange/demand reactions,1.1,0
MAR12205,Exchange/demand reactions,1.1,0
MAR12206,Exchange/demand reactions,1.1,0
MAR12207,Exchange/demand reactions,1.1,0
MAR12208,Exchange/demand reactions,1.1,0
MAR12209,Exchange/demand reactions,1.1,0
MAR12210,Exchange/demand reactions,1.1,0
MAR12211,Exchange/demand reactions,1.1,0
