panel_size,strategy,trial,subsystem,psi
60,degree,0,Arginine and proline metabolism,0.00394892432265183
60,degree,0,C5-branched dibasic acid metabolism,220.17168170612425
60,degree,0,Pyruvate metabolism,0.01107254597977185
60,degree,0,Carnitine shuttle (mitochondrial),66.05783618388054
60,degree,0,Leukotriene metabolism,0.007138857612595924
60,degree,0,Terpenoid backbone biosynthesis,0.05687036420759719
60,degree,0,Fatty acid biosynthesis (even-chain),0.009821209705969213
60,degree,0,Fatty acid oxidation,0.008427839056380951
60,degree,0,Ubiquinone synthesis,254.14295916113994
60,degree,0,Lysine metabolism,0.006083328514132451
60,degree,0,Drug metabolism,0.0025930238918429106
60,degree,0,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),254.14295916113994
60,degree,0,Propanoate metabolism,0.14758988639754148
60,degree,0,Transport reactions,2.8665514080852316e-06
60,degree,0,Nucleotide metabolism,0.08867839692315382
60,degree,0,Acylglycerides metabolism,0.23630054834081876
60,degree,0,Folate metabolism,0.013129380901717039
60,degree,0,Protein assembly,0.035186337326263716
60,degree,0,Nicotinate and nicotinamide metabolism,0.020844333292019752
60,degree,0,Glutathione metabolism,0.11271360580476475
60,degree,0,Vitamin B6 metabolism,0.06424483875865172
60,degree,0,Purine metabolism,0.003912361106142912
60,degree,0,Artificial reactions,0.01694637025968523
60,degree,0,Inositol phosphate metabolism,0.06440668081267488
60,degree,0,Bile acid recycling,0.0055747805950930596
60,degree,0,Bile acid biosynthesis,0.005811908247695835
60,degree,0,Sphingolipid metabolism,0.012528942854371622
60,degree,0,Protein degradation,0.041938816132676145
60,degree,0,Pentose and glucuronate interconversions,0.012085281262902297
60,degree,0,Pantothenate and CoA metabolism,0.10283582515592608
60,degree,0,Fructose and mannose metabolism,0.007362770609281503
60,degree,0,Galactose metabolism,0.011136206839790342
60,degree,0,Metabolism of other amino acids,0.001105337129419013
60,degree,0,Glycerophospholipid metabolism,0.008880267741311098
60,degree,0,Amino sugar and nucleotide sugar metabolism,0.015882717513482303
60,degree,0,Cholesterol biosynthesis 1 (Bloch pathway),0.008041014298539704
60,degree,0,Riboflavin metabolism,0.0005811196723416318
60,degree,0,Isolated,0.0029797001076666426
60,degree,0,Thiamine metabolism,0.05481385285914959
60,degree,0,Pentose phosphate pathway,0.031943334097771725
60,degree,0,Glycerolipid metabolism,0.015886766626749142
60,degree,0,Pyrimidine metabolism,0.015846523461636397
60,degree,0,Aminoacyl-tRNA biosynthesis,0.042954469359030835
60,degree,0,Peptide metabolism,0.040156462644464444
60,degree,0,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.020561017058652313
60,degree,0,Biotin metabolism,0.3360844480867492
60,degree,0,Beta oxidation of phytanic acid (peroxisomal),0.18033160763541106
60,degree,0,Arachidonic acid metabolism,0.004090260679621511
60,degree,0,Beta-alanine metabolism,0.0030573717428170164
60,degree,0,Sulfur metabolism,0.006589504212175993
60,degree,0,Butanoate metabolism,0.021972759837327802
60,degree,0,Fatty acid activation (cytosolic),0.736782994923168
60,degree,0,Histidine metabolism,0.08551780923159528
60,degree,0,Retinol metabolism,0.012348437336339751
60,degree,0,Protein modification,0.022193461865197953
60,degree,0,Steroid metabolism,0.012771109316372556
60,degree,0,Pool reactions,1.2263655293676552
60,degree,0,Formation and hydrolysis of cholesterol esters,9024.89036992295
60,degree,0,Fatty acid elongation (odd-chain),0.029206307869832426
60,degree,0,Fatty acid biosynthesis,0.006877898521083644
60,degree,0,Ascorbate and aldarate metabolism,0.03162182323533019
60,degree,0,Porphyrin metabolism,0.010028266621139191
60,degree,0,Cholesterol biosynthesis 3 (Kandustch-Russell pathway),0.004679278518169361
60,degree,0,Omega-3 fatty acid metabolism,0.02154913626022105
60,degree,0,Fatty acid biosynthesis (odd-chain),0.029206307869832426
60,degree,0,Fatty acid biosynthesis (unsaturated),0.029206307869832426
60,degree,0,Serotonin and melatonin biosynthesis,0.00657429359255274
60,degree,0,Fatty acid elongation (even-chain),0.029206307869832426
60,degree,0,Carnitine shuttle (cytosolic),1.5639692920068682
60,degree,0,Carnitine shuttle (endoplasmic reticular),0.49684467025874274
60,degree,0,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.33101700283660834
60,degree,0,Acyl-CoA hydrolysis,0.054412910962668336
60,degree,0,Ether lipid metabolism,0.005657976826152704
60,degree,0,Heparan sulfate degradation,0.7310355387523312
60,degree,0,Eicosanoid metabolism,0.008069254700565761
60,degree,0,Hippurate metabolism,259.6718574903909
60,degree,0,Phenylalanine metabolism,0.007625622712644093
60,degree,0,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),0.4676140109637819
60,degree,0,Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal),0.4676140109637819
60,degree,0,Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),0.4676140109637819
60,degree,0,Beta oxidation of even-chain fatty acids (peroxisomal),0.4676140109637819
60,degree,0,Beta oxidation of odd-chain fatty acids (peroxisomal),0.4676140109637819
60,degree,0,Carnitine shuttle (peroxisomal),0.8199281983462328
60,degree,0,Alkaloids biosynthesis,820222.610810781
60,degree,0,Prostaglandin biosynthesis,0.012211769579632187
60,degree,0,Xenobiotics metabolism,0.005800595003124781
60,degree,0,Estrogen metabolism,0.009673903644092706
60,degree,0,Toluene degradation,0.010014311276746781
60,degree,0,Heme degradation,0.005642786714441414
60,degree,0,Androgen metabolism,0.012061058052291573
60,degree,0,Oxidative phosphorylation,0.008715687261647663
60,degree,0,Vitamin B12 metabolism,0.1384158837502166
60,degree,0,Insect hormone biosynthesis,0.1418704568145935
60,degree,0,Starch and sucrose metabolism,0.07181070320896984
60,degree,0,Fatty acid degradation,0.451936018818913
60,degree,0,Lipoic acid metabolism,0.010664961778252555
60,degree,0,Vitamin B2 metabolism,0.06769739579233397
60,degree,0,Linoleate metabolism,0.00813343653759168
60,degree,0,Fatty acid desaturation (odd-chain),0.0065042439960933925
60,degree,0,octane oxidation,0.1418704568145935
60,degree,0,Glycosphingolipid biosynthesis-lacto and neolacto series,1.6508756905010746
60,degree,0,Blood group biosynthesis,1.07421155634489
60,degree,0,Vitamin C metabolism,0.32987102839259563
60,degree,0,Glycosphingolipid metabolism,0.1314632375160202
60,degree,0,ROS detoxification,0.17202637358833303
60,degree,0,Fatty acid metabolism,0.14763889920334952
60,degree,0,Fatty acid desaturation (even-chain),0.0065042439960933925
60,degree,0,Glycosphingolipid biosynthesis-ganglio series,0.3110718078800646
60,degree,0,Glycosphingolipid biosynthesis-globo series,0.24680742482298074
60,degree,0,Biopterin metabolism,0.01708314877610713
60,degree,0,Phosphatidylinositol phosphate metabolism,0.1598465338805846
60,degree,0,Vitamin A metabolism,0.006499992655554322
60,degree,0,Vitamin D metabolism,0.008708718412397901
60,degree,0,Glucocorticoid biosynthesis,0.010335697272944784
60,degree,0,N-glycan metabolism,0.009291082734202556
60,degree,0,Cholesterol biosynthesis 2,0.006843381845745168
60,degree,0,O-glycan metabolism,1.500228804754234
60,degree,0,Chondroitin / heparan sulfate biosynthesis,6816.654046791509
60,degree,0,Keratan sulfate degradation,175.46907913995145
60,degree,0,Chondroitin sulfate degradation,450240.58969232166
60,degree,0,Exchange/demand reactions,0.3698625558054853
60,degree,0,Pentose Phosphate Pathway,15.37489414210645
60,random,0,Vitamin E metabolism,0.9366666666666666
60,random,0,Linoleate metabolism,
60,random,0,Transport reactions,3.45042880088673e+31
60,random,0,Estrogen metabolism,
60,random,0,Exchange/demand reactions,1.9097444392662974e+31
60,random,0,Artificial reactions,
60,random,0,Bile acid biosynthesis,5.813963528029291e+27
60,random,0,Xenobiotics metabolism,3.0048014227631923e+28
60,random,0,Steroid metabolism,
60,random,0,Dietary fiber binding,2.1188893419732493e+61
60,random,0,Glycosphingolipid biosynthesis-lacto and neolacto series,
60,random,0,Sphingolipid metabolism,4.753141715507228e+30
60,random,0,Fatty acid oxidation,6.208900899076981e+27
60,random,0,Peptide metabolism,
60,random,0,Drug metabolism,
60,random,1,Fatty acid oxidation,
60,random,1,Formation and hydrolysis of cholesterol esters,
60,random,1,Fatty acid activation (endoplasmic reticular),
60,random,1,Carnitine shuttle (endoplasmic reticular),
60,random,1,Pool reactions,
60,random,1,Leukotriene metabolism,
60,random,1,Artificial reactions,
60,random,1,Transport reactions,
60,random,1,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.9349999999999999
60,random,1,Cholesterol metabolism,
60,random,1,Steroid metabolism,
60,random,1,Nucleotide metabolism,
60,random,1,Sphingolipid metabolism,
60,random,1,Protein degradation,
60,random,1,Isolated,
60,random,1,Exchange/demand reactions,
60,random,1,Androgen metabolism,
60,random,1,Tyrosine metabolism,
60,random,1,Peptide metabolism,
60,random,1,Fatty acid metabolism,
60,random,2,Carnitine shuttle (endoplasmic reticular),
60,random,2,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),
60,random,2,Transport reactions,0.01052152854256191
60,random,2,Arachidonic acid metabolism,
60,random,2,Artificial reactions,
60,random,2,Pool reactions,
60,random,2,Glycerolipid metabolism,
60,random,2,Exchange/demand reactions,
60,random,2,Lysine metabolism,
60,random,2,Xenobiotics metabolism,
60,random,2,Bile acid biosynthesis,
60,random,2,Formation and hydrolysis of cholesterol esters,
60,random,2,Glycosphingolipid metabolism,
60,random,2,Purine metabolism,15.22215940681624
60,random,2,Isolated,0.8990388700892351
60,random,2,Cysteine and methionine metabolism,
60,random,2,Nucleotide metabolism,0.8389119366808289
60,random,2,Arginine and proline metabolism,0.9354912161571022
60,random,2,Fatty acid oxidation,
60,random,2,Prostaglandin biosynthesis,
60,random,2,Drug metabolism,
60,random,3,Transport reactions,4.0870340883062155e+26
60,random,3,Formation and hydrolysis of cholesterol esters,
60,random,3,Arachidonic acid metabolism,2.027340769282968e+29
60,random,3,Exchange/demand reactions,4.223725302773372e+28
60,random,3,Linoleate metabolism,9.15243263852008e+35
60,random,3,Leukotriene metabolism,2.027340769282968e+29
60,random,3,Pool reactions,0.29185185185185186
60,random,3,Glycerolipid metabolism,9.15243263852008e+35
60,random,3,Steroid metabolism,1.1277807176388568e+31
60,random,3,Bile acid biosynthesis,5.300788296468515e+25
60,random,3,Terpenoid backbone biosynthesis,1.779916024256993e+27
60,random,3,Fatty acid elongation (even-chain),4.407495577877926e+28
60,random,3,Xenobiotics metabolism,0.0022222222222222214
60,random,3,Biopterin metabolism,2.003793798592198e+28
60,random,3,Isolated,0.45249999999999996
60,random,3,Artificial reactions,0.001666666666666666
60,random,3,Miscellaneous,1.029648671833509e+36
60,random,3,"Phenylalanine, tyrosine and tryptophan biosynthesis",9.15243263852008e+35
60,random,3,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,9.15243263852008e+35
60,random,3,"Alanine, aspartate and glutamate metabolism",9.15243263852008e+35
60,random,3,"Valine, leucine, and isoleucine metabolism",9.15243263852008e+35
60,random,3,Glycerophospholipid metabolism,9.15243263852008e+35
60,random,3,Arginine and proline metabolism,9.15243263852008e+35
60,random,3,Porphyrin metabolism,9.15243263852008e+35
60,random,3,Pyruvate metabolism,9.15243263852008e+35
60,random,3,"Glycine, serine and threonine metabolism",9.15243263852008e+35
60,random,3,Fatty acid biosynthesis (even-chain),3.0234558697991555e+30
60,random,3,Serotonin and melatonin biosynthesis,9.15243263852008e+35
60,random,3,Tryptophan metabolism,9.15243263852008e+35
60,random,3,Sphingolipid metabolism,9.15243263852008e+35
60,random,3,Fatty acid oxidation,1.647437874933614e+36
60,random,3,Fatty acid biosynthesis,9.15243263852008e+35
60,random,3,Drug metabolism,1.4300675997687618e+36
60,random,4,Arachidonic acid metabolism,
60,random,4,Exchange/demand reactions,
60,random,4,Transport reactions,
60,random,4,Leukotriene metabolism,
60,random,4,Bile acid biosynthesis,
60,random,4,Beta oxidation of odd-chain fatty acids (mitochondrial),
60,random,4,Pool reactions,0.16599999999999995
60,random,4,Sphingolipid metabolism,
60,random,4,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.9349999999999999
60,random,4,Formation and hydrolysis of cholesterol esters,
60,random,4,Fatty acid oxidation,
60,random,4,Arginine and proline metabolism,
60,random,4,"Alanine, aspartate and glutamate metabolism",
60,random,4,Peptide metabolism,
60,random,4,Drug metabolism,
60,random,5,Folate metabolism,8.792968123028014e+89
60,random,5,Exchange/demand reactions,1.0569405916172429e+30
60,random,5,Leukotriene metabolism,8.643912400375581e+28
60,random,5,"Phenylalanine, tyrosine and tryptophan biosynthesis",2.5625080623252894e+73
60,random,5,Omega-6 fatty acid metabolism,2.9581805935210032e+125
60,random,5,Transport reactions,4.348143768250807e+29
60,random,5,Bile acid biosynthesis,4.100012899720463e+73
60,random,5,Cysteine and methionine metabolism,5.209607406771015e+62
60,random,5,Glucocorticoid biosynthesis,3.199527809723427e+194
60,random,5,Lysine metabolism,2.9581805935210036e+125
60,random,5,Isolated,0.16600000000000004
60,random,5,"Alanine, aspartate and glutamate metabolism",2.495964875783347e+125
60,random,5,Glycerophospholipid metabolism,3.199527809723427e+194
60,random,5,Arginine and proline metabolism,2.957067764272014e+125
60,random,5,Histidine metabolism,3.199527809723427e+194
60,random,5,Pyruvate metabolism,3.199527809723427e+194
60,random,5,"Glycine, serine and threonine metabolism",2.9581805935210032e+125
60,random,5,Glycolysis / Gluconeogenesis,3.199527809723427e+194
60,random,5,Nucleotide metabolism,2.2134207067759812e+151
60,random,5,Carnitine shuttle (mitochondrial),2.0397894677729877e+27
60,random,5,Fatty acid oxidation,0.11238095238095244
60,random,5,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,2.2186354451407526e+125
60,random,5,Purine metabolism,2.2186354451407526e+125
60,random,5,Arachidonic acid metabolism,2.2186354451407526e+125
60,random,5,Beta oxidation of even-chain fatty acids (peroxisomal),1.1024084970444407e+120
60,random,5,Miscellaneous,6.174330959414259e+62
60,random,5,Drug metabolism,4.100012899720463e+73
60,random,5,Sulfur metabolism,4.630762139352014e+62
60,random,5,Fatty acid biosynthesis,0.9366666666666666
60,random,5,Vitamin E metabolism,2.2777849442891464e+73
60,random,5,Protein degradation,
60,random,5,Tyrosine metabolism,3.037046592385528e+73
60,random,5,Pyrimidine metabolism,3.6081428494013673e+47
60,random,5,Peptide metabolism,7.97498830325661e+29
60,random,5,Artificial reactions,2.2777849442891464e+73
60,random,5,Xenobiotics metabolism,2.2650254518287977e+73
60,random,6,Leukotriene metabolism,
60,random,6,Androgen metabolism,
60,random,6,Steroid metabolism,
60,random,6,Transport reactions,0.02622023809523809
60,random,6,Arachidonic acid metabolism,
60,random,6,Artificial reactions,
60,random,6,Vitamin D metabolism,
60,random,6,Estrogen metabolism,
60,random,6,"Phenylalanine, tyrosine and tryptophan biosynthesis",
60,random,6,Vitamin E metabolism,
60,random,6,Cholesterol metabolism,
60,random,6,Eicosanoid metabolism,0.45374999999999993
60,random,6,Glycerophospholipid metabolism,
60,random,6,Exchange/demand reactions,
60,random,6,Prostaglandin biosynthesis,
60,random,6,Fatty acid metabolism,
60,random,6,Galactose metabolism,
60,random,6,Drug metabolism,
60,random,6,ROS detoxification,
60,random,6,Xenobiotics metabolism,
60,random,6,Biotin metabolism,
60,random,6,Metabolism of other amino acids,0.9366666666666666
60,random,6,Fatty acid oxidation,
60,random,6,Fatty acid biosynthesis,
60,random,7,Pool reactions,
60,random,7,Formation and hydrolysis of cholesterol esters,
60,random,7,Exchange/demand reactions,
60,random,7,Transport reactions,
60,random,7,Fatty acid oxidation,
60,random,7,Glycerophospholipid metabolism,
60,random,7,Artificial reactions,
60,random,7,Estrogen metabolism,
60,random,7,Bile acid biosynthesis,0.45374999999999993
60,random,7,"Phenylalanine, tyrosine and tryptophan biosynthesis",
60,random,7,Peptide metabolism,
60,random,7,Drug metabolism,
60,random,8,Isolated,
60,random,8,Pool reactions,
60,random,8,Glycerolipid metabolism,
60,random,8,Beta oxidation of phytanic acid (peroxisomal),0.4538941675314077
60,random,8,Artificial reactions,0.3226286287528004
60,random,8,Transport reactions,945930.6220926306
60,random,8,Retinol metabolism,0.5631715865005982
60,random,8,Prostaglandin biosynthesis,8.462729725821532e+28
60,random,8,Purine metabolism,2.808288033324479e+29
60,random,8,Exchange/demand reactions,2.7644312050218965e+29
60,random,8,Fatty acid oxidation,
60,random,8,Glycosphingolipid biosynthesis-ganglio series,
60,random,8,Drug metabolism,
60,random,8,Miscellaneous,
60,random,8,Glycerophospholipid metabolism,
60,random,9,Beta oxidation of odd-chain fatty acids (mitochondrial),5.42625732002767e+74
60,random,9,Transport reactions,0.016030711853169923
60,random,9,Protein degradation,0.9345300697778978
60,random,9,Isolated,1.2673010082643413e+29
60,random,9,Arachidonic acid metabolism,7.609888464780746e+44
60,random,9,Artificial reactions,0.013133122730430788
60,random,9,Folate metabolism,0.45131765856875466
60,random,9,"Glycine, serine and threonine metabolism",9.905056668018715e+109
60,random,9,Bile acid biosynthesis,3.524659536799661e+122
60,random,9,Exchange/demand reactions,9.194104700726953e+61
60,random,9,Glycerophospholipid metabolism,8.928931149303085e+137
60,random,9,Fatty acid oxidation,6.619313744332212e+151
60,random,9,Nicotinate and nicotinamide metabolism,4.964485308249159e+151
60,random,9,Drug metabolism,1.9116692986059114e+141
60,random,9,Tyrosine metabolism,0.934504435514491
60,random,9,Formation and hydrolysis of cholesterol esters,0.45131765856875466
60,random,9,Pool reactions,1.0964135624279786e+171
60,random,9,Fatty acid metabolism,2.998806950983188e+170
60,random,9,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,2.551842255546589e+153
60,random,9,Purine metabolism,0.934504435514491
60,random,9,Nucleotide metabolism,0.45131765856875466
60,random,9,Sphingolipid metabolism,0.934504435514491
60,random,9,Starch and sucrose metabolism,0.934504435514491
60,random,9,Glycosphingolipid metabolism,0.9345044468666076
60,random,9,Aminoacyl-tRNA biosynthesis,0.026690331235193626
60,random,9,Protein assembly,0.026690331235193626
60,random,9,Peptide metabolism,
80,geometry_aware,0,Isolated,0.03408593749984057
80,geometry_aware,0,Protein degradation,0.9518750000000156
80,geometry_aware,0,Pool reactions,0.9518750000000156
80,geometry_aware,0,Oxidative phosphorylation,
80,geometry_aware,0,Transport reactions,
80,geometry_aware,0,Pyruvate metabolism,
80,geometry_aware,0,Aminoacyl-tRNA biosynthesis,3.8764685012003434e+28
80,geometry_aware,0,Artificial reactions,3.8764685012003434e+28
80,geometry_aware,0,Protein assembly,3.8764685012003434e+28
80,geometry_aware,0,Steroid metabolism,2.5374896136889877e+24
80,geometry_aware,0,Miscellaneous,8.398264163076226e+20
80,geometry_aware,0,Fatty acid oxidation,0.4646093749995487
80,geometry_aware,0,N-glycan metabolism,
80,geometry_aware,0,Tyrosine metabolism,
80,geometry_aware,0,Eicosanoid metabolism,
80,geometry_aware,0,Metabolism of other amino acids,
80,geometry_aware,0,Xenobiotics metabolism,
80,geometry_aware,0,Fatty acid metabolism,
80,geometry_aware,0,Ubiquinone and other terpenoid-quinone biosynthesis,
80,degree,0,Arachidonic acid metabolism,0.002839412157255023
80,degree,0,Artificial reactions,0.0032307676701062884
80,degree,0,Transport reactions,0.0028346741072138434
80,degree,0,Retinol metabolism,0.002320696425859841
80,degree,0,Cholesterol metabolism,0.0017444220131984385
80,degree,0,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.000609409081468776
80,degree,0,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),266.18886536492977
80,degree,0,"Glycine, serine and threonine metabolism",0.0009055944704607722
80,degree,0,Tryptophan metabolism,0.0031271031533997486
80,degree,0,Beta oxidation of odd-chain fatty acids (mitochondrial),266.18886536492977
80,degree,0,Beta oxidation of even-chain fatty acids (mitochondrial),266.18886536492977
80,degree,0,"Alanine, aspartate and glutamate metabolism",0.0029429777647080033
80,degree,0,"Valine, leucine, and isoleucine metabolism",0.027704793829955433
80,degree,0,Beta oxidation of branched-chain fatty acids (mitochondrial),266.18886536492977
80,degree,0,Vitamin E metabolism,0.0035150557085509705
80,degree,0,Glycolysis / Gluconeogenesis,0.0011578954898355132
80,degree,0,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),266.18886536492977
80,degree,0,Tyrosine metabolism,0.00838238228842599
80,degree,0,Cysteine and methionine metabolism,0.012635715967035941
80,degree,0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),272.7603529041735
80,degree,0,Miscellaneous,0.0034456925410515553
80,degree,0,Omega-6 fatty acid metabolism,0.0032043617998519596
80,degree,0,Arginine and proline metabolism,0.012451561741028617
80,degree,0,C5-branched dibasic acid metabolism,243.9936337598051
80,degree,0,Pyruvate metabolism,0.0030769255242547137
80,degree,0,Carnitine shuttle (mitochondrial),19.780247121822708
80,degree,0,Leukotriene metabolism,0.0013550904512497613
80,degree,0,Terpenoid backbone biosynthesis,0.019312856860220197
80,degree,0,Fatty acid biosynthesis (even-chain),0.002677142445883447
80,degree,0,Fatty acid oxidation,0.0011333564991652066
80,degree,0,Ubiquinone synthesis,298.4492231771246
80,degree,0,Lysine metabolism,0.002548093777317452
80,degree,0,Drug metabolism,0.0005000858735234154
80,degree,0,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),266.18886536492977
80,degree,0,Propanoate metabolism,0.07419122405241671
80,degree,0,Nucleotide metabolism,0.04694206137131808
80,degree,0,Acylglycerides metabolism,0.22677974555191194
80,degree,0,Folate metabolism,0.0024005035948586532
80,degree,0,Protein assembly,0.004747038785754923
80,degree,0,Nicotinate and nicotinamide metabolism,0.005069683713100243
80,degree,0,Glutathione metabolism,0.1260480319625623
80,degree,0,Vitamin B6 metabolism,0.06964478598770182
80,degree,0,Purine metabolism,0.0006412454079545906
80,degree,0,Inositol phosphate metabolism,0.05871256960609304
80,degree,0,Bile acid recycling,0.0004118621327940241
80,degree,0,Bile acid biosynthesis,0.0009376818283797903
80,degree,0,Sphingolipid metabolism,0.0034432540046793786
80,degree,0,Protein degradation,0.00393341780680586
80,degree,0,Pentose and glucuronate interconversions,0.0027302593487188126
80,degree,0,Pantothenate and CoA metabolism,0.08373855682243499
80,degree,0,Fructose and mannose metabolism,0.0013801730631516776
80,degree,0,Galactose metabolism,0.0017803581807850969
80,degree,0,Metabolism of other amino acids,0.0023324225095744133
80,degree,0,Glycerophospholipid metabolism,0.013398531670619218
80,degree,0,Amino sugar and nucleotide sugar metabolism,0.023818576255186793
80,degree,0,Cholesterol biosynthesis 1 (Bloch pathway),0.0013808801802348515
80,degree,0,Riboflavin metabolism,0.008492597416327248
80,degree,0,Isolated,0.017891995555751744
80,degree,0,Thiamine metabolism,0.031126102105218545
80,degree,0,Pentose phosphate pathway,0.03793013923860031
80,degree,0,Glycerolipid metabolism,0.0031272254853163353
80,degree,0,Pyrimidine metabolism,0.001802441078114998
80,degree,0,Sulfur metabolism,0.0010623930086804372
80,degree,0,Butanoate metabolism,0.01706496201317896
80,degree,0,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.005231941172865062
80,degree,0,Aminoacyl-tRNA biosynthesis,0.0042935674931788926
80,degree,0,Peptide metabolism,0.006492367442575727
80,degree,0,Biotin metabolism,0.178072404995968
80,degree,0,Beta oxidation of phytanic acid (peroxisomal),0.013673754285225761
80,degree,0,Beta-alanine metabolism,0.0216542250501495
80,degree,0,Fatty acid activation (cytosolic),0.47686886647441984
80,degree,0,Histidine metabolism,0.024791049769576145
80,degree,0,Protein modification,0.01608896473046314
80,degree,0,Vitamin B12 metabolism,0.1047342210151221
80,degree,0,Hippurate metabolism,307.31504154070416
80,degree,0,Phosphatidylinositol phosphate metabolism,0.10338186207114343
80,degree,0,Phenylalanine metabolism,0.0043073552045810645
80,degree,0,Oxidative phosphorylation,0.0003718422557950306
80,degree,0,Eicosanoid metabolism,0.000815065135093566
80,degree,0,Fatty acid activation (endoplasmic reticular),198029.74775185686
80,degree,0,Alkaloids biosynthesis,86178.16780409537
80,degree,0,Steroid metabolism,0.0034406788049195156
80,degree,0,Pool reactions,11.396745851137698
80,degree,0,Formation and hydrolysis of cholesterol esters,4135.635315123032
80,degree,0,Fatty acid elongation (odd-chain),0.019423904266028417
80,degree,0,Fatty acid biosynthesis,0.004252439134873815
80,degree,0,Ascorbate and aldarate metabolism,0.050641850027994886
80,degree,0,Porphyrin metabolism,0.004265468752521816
80,degree,0,Cholesterol biosynthesis 3 (Kandustch-Russell pathway),0.0022977118991410997
80,degree,0,Omega-3 fatty acid metabolism,0.0035661570876819766
80,degree,0,Fatty acid biosynthesis (odd-chain),0.019423904266028417
80,degree,0,Fatty acid biosynthesis (unsaturated),0.019423904266028417
80,degree,0,Serotonin and melatonin biosynthesis,0.004828494528029635
80,degree,0,Fatty acid elongation (even-chain),0.019423904266028417
80,degree,0,Carnitine shuttle (cytosolic),1.4582236935886839
80,degree,0,Carnitine shuttle (endoplasmic reticular),0.17420757445619586
80,degree,0,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.3090515120592728
80,degree,0,Acyl-CoA hydrolysis,0.0694399970191991
80,degree,0,Ether lipid metabolism,0.0018680484396163318
80,degree,0,Heparan sulfate degradation,0.406693257090637
80,degree,0,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),0.02397945897770189
80,degree,0,Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal),0.02397945897770189
80,degree,0,Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),0.02397945897770189
80,degree,0,Beta oxidation of even-chain fatty acids (peroxisomal),0.02397945897770189
80,degree,0,Beta oxidation of odd-chain fatty acids (peroxisomal),0.02397945897770189
80,degree,0,Carnitine shuttle (peroxisomal),0.9462820525000267
80,degree,0,Prostaglandin biosynthesis,0.007293832157298981
80,degree,0,Xenobiotics metabolism,0.0015280560844626813
80,degree,0,Estrogen metabolism,0.004695448193212233
80,degree,0,Toluene degradation,0.004098140772371385
80,degree,0,Heme degradation,0.004287264197861734
80,degree,0,Androgen metabolism,0.005094041753169736
80,degree,0,Insect hormone biosynthesis,0.14862528735264857
80,degree,0,Starch and sucrose metabolism,0.031031509862548125
80,degree,0,Fatty acid degradation,0.36320559940458674
80,degree,0,Lipoic acid metabolism,0.002788253355180525
80,degree,0,Vitamin B2 metabolism,0.07256275493890163
80,degree,0,Linoleate metabolism,0.004209861806127853
80,degree,0,Fatty acid desaturation (odd-chain),0.005741539043356671
80,degree,0,octane oxidation,0.14862528735264857
80,degree,0,Glycosphingolipid biosynthesis-lacto and neolacto series,1.314043910251072
80,degree,0,Blood group biosynthesis,0.8804451723676167
80,degree,0,Vitamin C metabolism,0.19087391549835353
80,degree,0,Glycosphingolipid metabolism,0.07826883999702205
80,degree,0,ROS detoxification,0.13790519371828766
80,degree,0,Fatty acid metabolism,0.09744087951739375
80,degree,0,Fatty acid desaturation (even-chain),0.005741539043356671
80,degree,0,Glycosphingolipid biosynthesis-ganglio series,0.6217944844647617
80,degree,0,Glycosphingolipid biosynthesis-globo series,0.3809691578100527
80,degree,0,Biopterin metabolism,0.02693392042557426
80,degree,0,Vitamin A metabolism,0.004235299022656835
80,degree,0,Vitamin D metabolism,0.0048705025221650634
80,degree,0,Glucocorticoid biosynthesis,0.005045566408317876
80,degree,0,N-glycan metabolism,0.001662990963269492
80,degree,0,Cholesterol biosynthesis 2,0.005079258201128156
80,degree,0,O-glycan metabolism,0.4767648245154926
80,degree,0,Chondroitin / heparan sulfate biosynthesis,1227.2788909182011
80,degree,0,Keratan sulfate degradation,162.38095592182674
80,degree,0,Chondroitin sulfate degradation,206823.18244763656
80,degree,0,Exchange/demand reactions,0.3677555671040913
80,degree,0,Pentose Phosphate Pathway,1.0855273874152411
80,random,0,Vitamin E metabolism,
80,random,0,Retinol metabolism,
80,random,0,Artificial reactions,
80,random,0,Transport reactions,
80,random,0,Estrogen metabolism,
80,random,0,Pool reactions,
