cell_line,panel_size,trial,panel_type,distortion,geometry_aware_distortion,random_mean_distortion,advantage,n_valid_random_trials,nontrivial_full_rank
ME:MALME-3M,200,-1,summary,,0.9628984611392477,1.389088475752295,0.4261900146130473,10.0,22.0
ME:MALME-3M,500,-1,summary,,0.8327812453542953,1.3906459874764625,0.5578647421221672,10.0,22.0
ME:M14,50,-1,summary,,1.108945619239772,1.2736109602589536,0.16466534101918162,10.0,22.0
ME:M14,100,-1,summary,,0.9886136011858344,1.3805421424922941,0.3919285413064597,10.0,22.0
ME:M14,200,-1,summary,,0.9640457952641501,1.383167726155926,0.41912193089177596,10.0,22.0
ME:M14,500,-1,summary,,0.8344935971443799,1.4053366856727858,0.5708430885284059,10.0,22.0
ME:SK-MEL-2,50,-1,summary,,1.1098071086307617,1.2942893932322228,0.1844822846014611,10.0,22.0
ME:SK-MEL-2,100,-1,summary,,0.9911784429572593,1.3724681667627439,0.38128972380548454,10.0,22.0
ME:SK-MEL-2,200,-1,summary,,0.9637100220500734,1.378225288429062,0.4145152663789886,10.0,22.0
ME:SK-MEL-2,500,-1,summary,,0.8376408789942515,1.393135737992457,0.5554948589982054,10.0,22.0
ME:SK-MEL-28,50,-1,summary,,1.1104544731129342,1.2912146774061726,0.18076020429323836,10.0,22.0
ME:SK-MEL-28,100,-1,summary,,0.9883040023452125,1.3447123407014803,0.35640833835626773,10.0,22.0
ME:SK-MEL-28,200,-1,summary,,0.9633312094300199,1.3920395342534995,0.42870832482347954,10.0,22.0
ME:SK-MEL-28,500,-1,summary,,0.8384726374101314,1.400660681456047,0.5621880440459155,10.0,22.0
ME:SK-MEL-5,50,-1,summary,,1.1096666275065104,1.2921420239697723,0.18247539646326194,10.0,22.0
ME:SK-MEL-5,100,-1,summary,,0.9905253205324204,1.3623680075135751,0.37184268698115475,10.0,22.0
ME:SK-MEL-5,200,-1,summary,,0.9634624043977351,1.3915579848204551,0.42809558042272,10.0,22.0
ME:SK-MEL-5,500,-1,summary,,0.8382779361598811,1.4049601357415402,0.5666821995816591,10.0,22.0
ME:UACC-257,50,-1,summary,,1.1084409354663816,1.284159094345147,0.17571815887876552,10.0,22.0
ME:UACC-257,100,-1,summary,,0.9846403754752248,1.3673589152446795,0.3827185397694547,10.0,22.0
ME:UACC-257,200,-1,summary,,0.9629548422081935,1.3914094185205745,0.42845457631238104,10.0,22.0
ME:UACC-257,500,-1,summary,,0.8377947468882775,1.4007876489934603,0.5629929021051828,10.0,22.0
ME:UACC-62,50,-1,summary,,1.1097895156062665,1.3231287124261415,0.213339196819875,10.0,22.0
ME:UACC-62,100,-1,summary,,0.987617141741078,1.3653818065344194,0.3777646647933415,10.0,22.0
ME:UACC-62,200,-1,summary,,0.9629258286757719,1.3886461732635584,0.4257203445877865,10.0,22.0
ME:UACC-62,500,-1,summary,,0.8367075297859133,1.3890718779867919,0.5523643482008785,10.0,22.0
ME:MDA-MB-435,50,-1,summary,,1.1104586922289021,1.3098934356247134,0.19943474339581124,10.0,22.0
ME:MDA-MB-435,100,-1,summary,,1.0056476574630242,1.3590875346934101,0.35343987723038595,10.0,22.0
ME:MDA-MB-435,200,-1,summary,,0.9640538138478858,1.391583386566913,0.42752957271902714,10.0,22.0
ME:MDA-MB-435,500,-1,summary,,0.8345472835686476,1.4075781675942065,0.5730308840255589,10.0,22.0
LC:A549/ATCC,50,-1,summary,,1.108991889353516,1.2916089168884173,0.18261702753490128,10.0,22.0
LC:A549/ATCC,100,-1,summary,,0.988203960552904,1.3728868370930791,0.3846828765401751,10.0,22.0
LC:A549/ATCC,200,-1,summary,,0.9625826529752308,1.3925587136785231,0.4299760607032923,10.0,22.0
LC:A549/ATCC,500,-1,summary,,0.8377947755067712,1.4000501397879066,0.5622553642811354,10.0,22.0
LC:EKVX,50,-1,summary,,1.108346312000308,1.2980348311842183,0.18968851918391016,10.0,22.0
LC:EKVX,100,-1,summary,,0.9859583385093349,1.372668493921839,0.3867101554125041,10.0,22.0
LC:EKVX,200,-1,summary,,0.9628946254203248,1.4054653437498896,0.44257071832956485,10.0,22.0
LC:EKVX,500,-1,summary,,0.8376412939449468,1.4057277629843756,0.5680864690394288,10.0,22.0
LC:HOP-62,50,-1,summary,,1.1088337700442836,1.3279061614930323,0.21907239144874868,10.0,22.0
LC:HOP-62,100,-1,summary,,0.9838622477331886,1.3616086378062682,0.37774639007307953,10.0,22.0
LC:HOP-62,200,-1,summary,,0.9629140531304442,1.3919523855915852,0.429038332461141,10.0,22.0
LC:HOP-62,500,-1,summary,,0.8371053634902366,1.4066061246355095,0.5695007611452729,10.0,22.0
LC:HOP-92,50,-1,summary,,1.109570209263468,1.2952152208960515,0.1856450116325834,10.0,22.0
LC:HOP-92,100,-1,summary,,0.9883281035634551,1.3581275423599553,0.3697994387965001,10.0,22.0
LC:HOP-92,200,-1,summary,,0.9631461055219542,1.3974448922582612,0.43429878673630695,10.0,22.0
LC:HOP-92,500,-1,summary,,0.8368994713764422,1.3994896806536254,0.5625902092771833,10.0,22.0
LC:NCI-H226,50,-1,summary,,1.109828039063604,1.2851614210184474,0.1753333819548435,10.0,22.0
LC:NCI-H226,100,-1,summary,,0.9853964988812492,1.3556030165960178,0.37020651771476853,10.0,22.0
LC:NCI-H226,200,-1,summary,,0.9625526224317669,1.3822629733720082,0.41971035094024134,10.0,22.0
LC:NCI-H226,500,-1,summary,,0.8370020526174962,1.3983393240248563,0.5613372714073601,10.0,22.0
LC:NCI-H322M,50,-1,summary,,1.1078777008078688,1.2907299095428704,0.18285220873500152,10.0,22.0
LC:NCI-H322M,100,-1,summary,,0.9778586594103561,1.3588589708457015,0.3810003114353454,10.0,22.0
LC:NCI-H322M,200,-1,summary,,0.9631363854882442,1.3851052799212682,0.421968894433024,10.0,22.0
LC:NCI-H322M,500,-1,summary,,0.8372018761143368,1.403779066564401,0.5665771904500642,10.0,22.0
LC:NCI-H460,50,-1,summary,,1.1082383991576101,1.2751289535698147,0.16689055441220457,10.0,22.0
LC:NCI-H460,100,-1,summary,,0.9802781101574239,1.3645722969338234,0.3842941867763995,10.0,22.0
LC:NCI-H460,200,-1,summary,,0.9631188376972044,1.401294126814587,0.4381752891173827,10.0,22.0
LC:NCI-H460,500,-1,summary,,0.835167735526228,1.3976900290916368,0.5625222935654087,10.0,22.0
LC:NCI-H522,50,-1,summary,,1.1083932763065047,1.2974583494642546,0.1890650731577499,10.0,15.0
LC:NCI-H522,100,-1,summary,,0.9819844271884006,1.3655587457237925,0.3835743185353919,10.0,15.0
LC:NCI-H522,200,-1,summary,,0.9632784793153133,1.3795651147988013,0.416286635483488,10.0,15.0
